sending,sending_citizen_unspecified,sending_citizenship_unknown,sending_household_not_owned,sending_household_owned,sending_household_owned_unknown,sending_indigeneity,sending_internet,sending_internet_unknown,sending_marriage_unknown,sending_married,sending_no_indigeneity,sending_no_internet,sending_not_citizen,sending_rural,sending_salary_worker,sending_self_employed,sending_separated,sending_single,sending_sum_income,sending_total_pop,sending_unknown_employment_status,sending_unknown_indigeneity,sending_unpaid_worker,sending_urban,sending_weighted_avg_income,sending_weighted_avg_income_abroad,sending_weighted_avg_no_income_abroad,sending_weighted_avg_unknown_income_abroad,sending_widowed,US_MIG_05_10
10001,1134.995083,243.8275862,1178.209016,1106.832815,736.5625,918.9605263,2111.233685,347.6981132,576.362069,1921.620722,1143.392731,951.8740553,67.76284585,796.2644168,4336.372406,4606.449066,1605.991409,448.3767642,11992950,59606,1218.357143,840.3396226,0,1597.239059,1124.200953,768.7885182,1213.505104,1931.825,460.4300412,961
10002,917.0677461,600,1274.160656,795.1180196,-1,-1,1988.103175,459.1666667,342.8,1383.286109,913.280597,855.7190757,-1,908.7823158,6257.485294,2273.432642,1835.921875,425.7484927,2158358,4750,535.75,576.3793103,0,-1,908.7823158,720.7671233,929.3176026,845.5675676,745.3773585,154
10003,637.9773148,557.15,729.4547945,610.7914144,468.3928571,584.4545455,1310.462428,514.3125,3800,1079.759162,629.0235516,571.1207323,0,628.5855204,3625.350195,2723.246988,1029.442308,244.9219731,1220317,4420,540,629.2153846,0,-1,628.5855204,486.1160338,738.5330151,-1,276.5697674,905
10004,1178.378744,1678.5625,1560.244328,1084.109969,785.7428571,1165.943463,2109.431851,1043.5,549.6956522,1945.953046,1183.358721,1049.951024,66.96875,996.9177659,4667.139969,2844.555233,1923.913043,463.6008374,6992040,35742,771.4,694.5794393,0,1436.934837,1173.751889,861.3856448,1219.547797,1643.137255,741.3639847,225
10005,2231.128863,2916.538705,2104.943216,2278.834178,2353.519005,2527.26879,3075.771459,1941.578834,650.2068966,3749.195659,2213.878347,1673.922115,1362.464052,1408.541019,5566.827798,6529.907105,3672.628322,929.5847863,57890242,657314,1531.622086,2064.311411,0,2319.113608,2230.022635,1672.340116,2273.630651,3946.180995,1241.236982,1071
10006,570.6227121,571.4074074,605.0909091,560.4588629,300,534.7307692,879.4832215,-1,-1,827.4929108,567.2137516,547.1691419,-1,564.6574971,3281.2673,2021.657895,1338.140496,291.1679167,1818945,10324,1184.333333,513.2386364,0,-1,564.6574971,458.2570715,597.7052658,535.7083333,316.8909091,337
10007,1685.272598,1260.87062,1785.322195,1654.100742,1817.853982,1927.408396,2364.92187,2007.977629,195.0179641,2711.064684,1652.104929,1369.97627,575,1172.832884,5109.823493,4764.644339,2907.974298,673.6890392,19079704,346742,2988.687876,2059.604185,0,1792.299175,1682.252268,1258.177119,1705.416778,1321.152645,673.0789972,204
10008,1081.122575,291.1132075,1201.141379,1016.218788,1323.487654,1139.295652,1633.067292,2004.833333,-1,1753.778349,1057.791495,836.7279085,-1,636.1165822,3844.558343,3865.577229,2106.41541,420.2309174,5910431,35232,2602.43,1218.005698,0,1260.502233,1064.708277,623.7975744,1170.865858,1347.862319,422.6967509,320
10009,1174.030648,-1,1426.419017,1067.008366,553.0322581,776.7452753,2930.937888,2734.714286,-1,1844.960087,1539.219481,1089.783259,1011.4,653.5900156,5896.722646,3744.421245,1823.305785,512.7371998,3240813,9720,10857,2098.508621,0,2172.124471,1170.704115,1159.18107,1171.984454,-1,380.0807175,61
1001,2642.24694,2504.864769,2420.142975,2744.597589,1701.810294,2506.189045,3830.806522,1651.897826,477.1891253,4409.759013,2654.87019,1849.603816,3142.608388,2020.261527,6318.860355,7174.054743,4158.04767,1140.386488,91146351,940332,2361.029342,3154.240255,0,2724.611914,2643.872422,1917.744833,2685.055043,1711.594017,1564.801429,2063
10010,1030.18587,500,1238.188571,958.1596583,685.7,1256.801471,3653.138889,-1,-1,1462.164213,992.4425851,957.2204767,-1,1008.789586,4855.310105,2917.205882,1450.839286,602.8623188,1898542,3764,1828.6,593.3846154,0,-1,1008.789586,766.6979167,1093.942611,696.375,235.0782609,125
10011,841.4445357,1095.222222,1174.066,753.6370143,0,848.1754386,952.4166667,642.8333333,-1,1193.820598,810.7742417,826.3330626,65.59183673,827.1055377,4386.322581,2975.847368,740.2948718,510.1218369,1514308,4984,-1,1125.097561,0,-1,827.1055377,591.4796238,912.6652126,497.75,158.7153285,170
10012,1622.763197,785.1037736,1635.569195,1615.492998,934.241573,1831.494512,2461.46133,1667.326087,-1,2662.517001,1602.897015,1308.120988,252.9694656,1208.045807,4824.275635,4949.207213,3036.223673,633.6041716,14706000,154020,665.0731707,2175.384303,0,1747.097772,1618.127087,1722.199132,1612.828776,1160.040123,1039.047122,378
10013,1047.529421,688.8888889,1052.962607,1044.385439,1160.330189,1255.575442,1889.731525,678.0714286,428.5333333,1839.889025,1002.104219,946.0236073,1275,663.9040045,4112.824357,3248.192246,1689.225,387.0673923,5530817,26782,1157.2,1100.693512,0,1183.895846,1047.170338,964.0232132,1063.141004,618.25,260.4279749,318
10014,228.9358578,110.9468085,1141.005168,191.679819,173.9693252,143.1524397,1668.631579,83.74568966,112.0113636,457.4188756,849.3512361,211.7425906,212.1212121,228.3500503,4593.414458,2690.181818,366.9866667,79.70120623,4492970,39760,337.14,331.8571429,0,-1,228.3500503,512.0323625,219.5713985,197.1119134,506.4814126,777
10015,868.2301922,788.2068966,933.2994505,850.7268274,707.1290323,1297.349593,2305.836364,535.75,669.6875,1453.498568,853.0480461,772.5365451,-1,736.0542426,3612.276987,3259.856383,1597.524229,330.8228257,3115438,12924,1814.3,975.3368421,0,1143.325409,863.3028474,520.8690569,952.1931088,451.7142857,364.4578313,201
10016,1116.126484,3118,986.486848,1144.529075,2289.911765,894.1594306,2340.093981,600,3143,1820.508797,1139.522237,981.0649321,199.3255814,973.82434,4218.492651,4424.277778,1943.707317,470.8997457,4965145,19588,845.96875,1594.43956,0,1443.102069,1112.777313,841.8157488,1181.535819,514.3,410.7785388,427
10017,1124.95145,1376,1137.884337,1075.057268,5006.615385,920.8618234,2620.07837,2574.555556,-1,1795.702932,1152.335334,880.6914993,0,846.8208812,4583.289805,2960.602434,1751.765152,415.1041096,2847964,9896,2100,696.4375,0,1569.683921,1112.123888,753.4756996,1174.817903,485.7142857,521.6311787,187
10018,1360.780235,1080.34375,1361.967352,1351.438481,1045.410714,1048.208633,2978.73638,768.3170732,208.35,2156.323529,1390.328388,946.4319395,223.6086957,693.5075988,5572.362525,3668.688963,2573.941176,537.3549648,3853981,11432,1105.947368,1105.813953,0,1907.47406,1348.488803,873.5355191,1511.91477,1515.557377,570.722973,133
10019,433.9322483,-1,1073.979452,304.0319052,295.4545455,386.3478261,1117.019231,-1,-1,666.3239171,437.1879324,418.6060139,-1,431.807533,5103.961538,663.9112903,1648.714286,219.720193,1146449,5310,277.7777778,0,0,-1,431.807533,313.8158996,439.5553253,3600,455.9534884,304
1002,1110.174321,379.8409091,1289.623355,1078.823157,876.2494802,1659.665043,2117.042196,570.02,153.5373134,1883.163604,1089.115422,989.9464877,465.826087,989.4633379,4120.128666,3713.138298,2209.025794,457.4090947,8173889,46692,2509.068182,794.2265193,0,1411.041673,1106.893472,1036.650492,1120.376289,656.265625,379.8483063,479
10020,933.7197125,130.1666667,980.3101604,907.2988433,840.220339,3360.894737,2094.097132,1257.266667,-1,1419.430325,927.8776916,657.2539256,-1,593.4748359,4366.979911,3763.660848,1111.177515,447.1698538,3045732,11872,946.4772727,120.5357143,0,1444.711842,920.4324461,699.5964912,1004.168988,661.59375,498.2697368,464
10021,790.7170634,-1,781.3884007,788.911456,1211.916667,975.7822581,1450.568289,-1,-1,1277.720282,778.6327357,703.9167856,827.5862069,710.8479197,3544.857582,2536.108033,1494.529412,328.9657143,2398234,11088,-1,867.4678899,0,868.4586357,789.1984127,659.9039256,818.6371039,520.0625,311.8340081,163
10022,881.761146,-1,866.8351266,881.2398058,549.5407407,1046.97066,2016.715453,1533,-1,1389.474467,864.4420687,735.1132851,265.1134021,654.7470966,3713.642857,2743.450157,1727.594972,373.0675995,4387649,25130,650.1578947,746.4958678,0,1180.020206,874.0533227,606.8049525,957.7021121,644.4528302,386.3958724,772
10023,1039.899516,137.16,1071.080558,1038.332217,-1,790.4700088,2024.360072,535.6875,-1,1855.669804,1089.326278,916.5212937,1607.25,451.2886175,4337.289226,4852.099214,1974.225926,408.1839064,6826795,50648,2484.571429,1814.312871,0,1418.017411,1036.693216,1274.912769,1038.686319,234.1830508,676.8282353,57
10024,1008.855369,702.9583333,1159.222145,955.9778831,299.5,1097.459259,2202.699085,3735.5,-1,1610.198437,1000.369299,808.2243057,89.55223881,663.8855912,4196.244479,3166.044737,1409.336493,418.4147709,3408326,13070,-1,367.3809524,0,1591.099279,998.3068095,807.3589177,1072.420068,857.2,648.958457,219
10025,648.4732199,-1,1009.82377,584.1268657,0,445.3761194,3282.1,266.6666667,-1,798.0809399,694.4072874,633.252074,-1,646.4365578,4058.715232,2359.890173,1536.176471,441.8125,929736,3184,888.8888889,1015.136364,0,-1,646.4365578,792.7175573,617.6203008,-1,730.9583333,211
10026,1183.256348,100,1829.014452,1032.636991,529.8727273,1150.25641,3118.7593,1674.530612,720,1972.24445,1186.872708,1075.842835,-1,592.365963,6272.820598,4771.601036,1988.657459,462.6551367,5269592,19184,-1,334.1440678,0,2685.213004,1176.233632,410.4344473,1206.468541,1513.40625,997.1464968,80
10027,491.3163498,279.3888889,834.6041056,435.5425578,567.8076923,374.3258427,1364.705882,0,-1,851.9349259,493.1254424,485.1450876,-1,488.0327314,3409.777358,1851.880383,645.3103448,167.3794788,928526,5316,936.7142857,379.1538462,0,-1,488.0327314,390.1687764,523.0141509,560.7692308,132.2649007,267
10028,1000.543642,-1,1219.721266,924.965985,546.6833333,1718.606061,2660.91771,1251.241379,-1,1606.071106,987.3842753,827.0334243,-1,737.4706499,5022.789634,2891.024691,1447.443662,477.7600515,3841073,12904,1444.444444,737.1411765,0,1697.816885,987.8274954,567.4385965,1131.924441,1187.360656,174.2233333,307
10029,672.975223,-1,630.7264151,671.5738916,-1,691.137931,1292.191011,-1,-1,1148.223982,633.0108578,605.1791845,-1,660.536965,3710.641026,5101.8125,1243.685714,245.2104208,679032,2056,-1,1141.693878,0,-1,660.536965,852.5390071,565.2997275,1973.833333,112.56,198
1003,1283.977255,554.6470588,1223.752833,1288.26683,812,1406.053566,1944.436438,-1,-1,2048.443081,1247.968641,1101.522228,35.2596401,1099.222463,3625.315666,4029.664147,2517.923881,618.8221226,8792089,56048,929.4512195,1193.773083,0,1416.465865,1264.874144,1019.333283,1343.893721,214.2857143,559.9564134,1048
10030,552.6898017,0,679.0136054,505.1751313,482.25,511.9722222,-1,-1,-1,760.1855956,554.1327014,543.4526462,-1,540.4418283,3463.423529,2228.093023,1400,286.7981073,390199,1444,-1,151.2352941,0,-1,540.4418283,443.7428571,548.4217463,1071.4,319.3235294,229
10031,704.4816005,2694,782.6035313,684.3419744,1166.714286,612.3506944,1543.235714,-1,-1,1062.357756,706.5754534,668.5632357,-1,592.3398058,3515.720971,1854.525346,1420.473171,302.6696372,1700078,6916,0,887.0853659,0,772.9400661,703.0083864,555.9926238,761.3464,-1,342.75,413
10032,1419.675688,1005.563218,1607.062606,1290.025856,1324.727273,1795.881297,2357.909053,2198.782609,-1,2355.994251,1380.992001,1179.118822,123.8133333,810.1251888,4844.551009,3775.098227,2212.757906,631.4257482,8732066,49544,1891.666667,1419.866438,0,1811.902311,1410.374576,1074.497232,1492.118515,758.6551724,518.1533457,460
10033,673.0444174,857.1428571,871.2767584,632.8145873,-1,440.6278027,1769.101695,754.32,-1,1089.780605,690.6052545,586.7405334,-1,194.5817641,3605.175503,2092.235294,1090.574257,306.4025157,1513243,6596,2347,571.4666667,0,883.3394495,672.6188599,476.5430108,728.8825384,857.2941176,238.0915033,121
10034,417.8056922,618.2459016,703.8495529,366.6885304,483.7687075,633.2974138,1394.950476,428.5666667,0,674.4392882,414.1981035,375.7238253,-1,417.8768328,5297.258442,1970.498649,1064.163701,178.1261641,2462930,26598,494.7804878,409.5679612,0,-1,417.8768328,280.8714286,426.6439675,94.54411765,453.7601078,255
10035,897.7765048,357.1666667,1170.911039,713.757316,1047.666667,648.2245353,2165.215655,-1,-1,1332.973451,949.0472402,729.9947068,0,481.4637681,4174.028916,2454.983193,1802.408654,442.2895557,2656256,11084,695.6521739,1441.308571,0,1414.121461,891.5840852,810.0936556,911.7465784,343.3684211,429.0912409,147
10036,1098.720447,311.7272727,986.7619853,1113.145036,1143,1085.17907,2001.442781,1714.5,-1,1790.357214,1091.278695,1012.059172,-1,936.9620226,4142.94763,3466.73348,1804.802708,431.6162681,4979544,22842,1521.039216,1209.806084,0,1199.456921,1093.548814,958.2886598,1101.990846,1134.138889,406.2598131,136
10037,1026.725123,0,1526.690759,869.9676603,616.622449,2695.16041,1274.605791,-1,6000,1628.13549,910.3334854,988.9271754,109.8974359,1015.948388,5507.320598,3036.329918,1791.691667,438.2155432,3388372,9494,1162.318182,601.7571429,0,-1,1015.948388,941.0622837,993.383322,3137.894737,627.5276074,157
10038,1295.803528,-1,1457.698569,1202.834749,1008.719298,1064.473239,2072.143791,1142.871795,1777.777778,2112.644791,1297.6366,1124.799619,114.2857143,557.1625922,4374.527027,3946.287921,2134.637566,481.6051402,5696555,21606,1599.404255,558.3666667,0,1514.154024,1285.868648,909.7917981,1353.087458,411.44,702.6987342,268
1004,1148.570516,506.5,1111.224181,1153.384235,656.6857143,1179.837447,2133.765601,494.6666667,205.7,1913.207197,1128.154034,1054.996946,342.85,962.2150703,4090.982152,3282.85274,3115.485207,449.6020813,4940562,15780,1124.451613,1443.964912,0,1489.423547,1142.695437,1001.799087,1166.087027,-1,348.4148472,295
1005,2329.741079,1281.572115,2241.538327,2346.122015,2379.970414,2331.964253,3609.914583,1899.55102,576.9230769,4038.145834,2325.1382,1717.696865,892.0858369,2206.649708,5571.094158,6638.312925,4710.073996,854.6108666,19988354,121328,1462.932515,1881.99562,0,2381.105897,2320.625412,1517.024313,2364.14767,2702.285714,1543.816129,342
1006,1534.350639,635.5638298,1421.78271,1570.46046,984.8854167,1806.492094,2478.2773,939.7185185,306.1428571,2726.883535,1476.797595,1261.63197,202.1812865,1082.217326,4751.761503,4113.419277,2653.624146,584.0112011,23296406,100148,1887.962733,1902.830972,0,1686.672627,1526.426908,1079.433709,1586.525202,1107.607914,967.9929279,780
1007,1357.792234,1388.375,1635.655502,1288.996644,724.7941176,1606.798517,2669.449726,2643,-1,2435.128571,1260.658001,1163.599846,107.1428571,783.5011947,4478.876596,4235.971098,2305.854701,463.3421166,4084131,8896,523.7777778,1924.480226,0,1691.906994,1350.029451,1117.017668,1405.873711,1142.833333,484.8064516,494
1008,1250.379792,131.8461538,1237.499755,1239.437426,-1,1204.868798,2118.097998,1165.21875,-1,2089.263705,1227.34375,1151.497158,-1,1104.896513,4524.553046,3541.108652,2171.70632,493.670778,6344974,20962,1143,2102.02139,0,1437.40175,1239.059727,936.3123675,1286.502987,1219.846154,497.8025078,222
11001,1131.94651,1049.64539,1170.442037,1122.199174,750.7842227,1238.016171,2130.30718,948.3191489,670.4666667,1780.769136,1123.984203,1013.826306,-1,942.7311344,3555.31039,4021.857199,1726.104575,540.2044799,10094209,89926,1159.205607,1175.288462,0,1455.082572,1128.617063,824.1560094,1174.466775,1529.193182,666.5351459,802
11002,1122.586255,-1,1197.47481,1084.140286,626.3058824,939.6968056,2349.614112,3813.458824,313.8591549,1708.043735,1145.950842,822.1458259,-1,544.4323665,3891.776992,3594.000254,2089.412493,546.0498637,9573594,110178,2182.061433,1123.868568,0,1502.519557,1117.573345,551.8304377,1260.195432,324.7352246,402.2907208,1507
11003,1661.942014,1680.743534,1569.508116,1700.869328,1865.699411,1441.80487,2734.779486,2487.010624,4032.671429,2692.299713,1690.046917,1271.311963,1760.241005,1122.080277,4909.89265,6086.931589,3200.646527,831.6997288,15979601,176816,3732.03838,1440.721323,0,2289.964385,1663.987592,1073.025545,1722.965884,2572.207426,923.0841988,1634
11004,1350.905312,1490.852564,1304.60071,1366.294175,448.5477941,1536.757248,2291.661257,1857.233333,-1,2225.212135,1334.219848,1116.699383,230.5696203,960.9537049,4191.792092,4578.691183,2423.840108,552.5651613,9851294,68662,1446.419643,1127.080722,0,1670.49563,1346.385162,874.1186557,1419.378205,987.3821429,565.1630648,1183
11005,1756.164282,2351.723077,1966.525882,1705.938783,1554.783333,1755.933205,2793.079801,1391,299.0232558,2861.698393,1753.101915,1516.456677,954.5727273,1431.020092,4734.998449,5726.189873,3418.053287,705.8126187,13352104,92338,1404.605042,1846.540046,0,1978.962609,1755.092919,1237.102822,1837.034426,1431.338164,893.689747,522
11006,681.9320313,-1,1326.220472,647.3837257,384.6153846,558.0852713,1507.929293,1062.5,-1,1112.586918,691.2641674,642.3184221,-1,678.2229992,4651.450142,3545.291667,984.4181818,341.8579193,1356996,5148,3500,727.2727273,0,-1,678.2229992,451.658363,707.8091398,639.3442623,89.28703704,281
11007,2300.913174,3385.690247,2251.87398,2325.048681,2710.268868,2279.225998,3332.623728,1540.425352,3725.773333,3806.805035,2306.633517,1686.603646,1632.108491,1820.407372,5599.277294,6010.032181,3548.395313,939.5706517,33287822,495584,2046.907292,2307.703512,0,2378.528569,2303.853236,1426.009478,2354.266129,959.2915361,1363.598313,943
11008,1293.111784,-1,1555.466999,1197.755297,1260.870968,1366.613924,2426.939464,2736.606557,973.4571429,2009.457936,1277.302567,1106.663945,238.1111111,911.8012761,4248.201181,4228.287692,2300.015009,635.7255671,8108887,38846,1025.121622,1393.588665,0,1862.471701,1287.116151,967.7932236,1399.754495,1977.16,550.7337423,1354
11009,1283.931621,745.326087,1376.094135,1252.652299,927.3275862,1155.404052,2525.345322,1065.01,-1,2035.860414,1308.555403,1073.183277,-1,881.1276217,4385.1244,3724.519878,2475.913158,665.1137941,9941685,81908,1684.732484,1132.749448,0,1643.297278,1277.7149,1000.874526,1333.380132,1325.875,699.2532006,984
11010,1015.626384,1607.25,1205.16787,972.7733122,-1,901.4730392,2684.390135,-1,-1,1671.647619,1023.964103,884.2230002,0,691.0747641,4004.680454,3608.240113,1878.91018,463.5971996,2955833,12318,991.6470588,942.5625,0,1674.527147,1014.580938,765.1589698,1072.57764,809.5238095,435.4911661,619
11011,1587.561914,99.11564626,1701.36121,1534.65345,1225.630996,1561.261536,2407.270651,1173,132.9827586,2454.911261,1582.059926,1343.319969,119.0555556,1059.898158,4286.938511,4652.901828,2787.321466,669.3633803,14170719,94100,1051.804054,1626.683579,0,1752.535491,1580.664272,1222.546322,1630.75412,1379.947644,910.2868048,1175
11012,1102.232101,657.1468927,1043.083782,1119.322571,582.4230769,1127.791892,2152.548444,186.3478261,305.9583333,1774.474847,1101.805402,892.1855162,58.44545455,857.8255388,3512.1217,4559.926707,1466.335601,492.9041758,5873269,28536,1133.068493,781.2806202,0,1300.097086,1088.663513,741.8337843,1165.139511,1200.25,323.0837887,897
11013,1390.74865,926.9069767,1359.944134,1393.033944,1096.770833,1497.2,3178.006791,803.5319149,1357.166667,2292.142598,1374.659887,1198.495478,-1,1095.124382,4248.303327,5311.401351,2646.103825,727.3095097,7552261,24562,2460.935484,1766.5,0,2297.810339,1386.859702,1099.803303,1413.834626,2145.016807,655.3255814,1201
11014,1213.99697,428.6208531,1207.41126,1213.403621,748.9480198,1105.454363,2316.68694,445.4942529,243.4223301,2092.128873,1222.297306,949.8075027,-1,865.4677866,3851.038204,4020.046948,2248.749657,561.5162416,11513130,147880,1435.614815,1212.175322,0,1686.932205,1209.440736,893.6690897,1298.004011,424.3089701,635.4756637,2672
11015,2266.314356,1489.454874,2360.445113,2241.118867,1478.457377,2300.195026,3233.408973,1214.920233,579.1216216,3704.622349,2260.292104,1722.122092,2350.194946,1670.350366,6204.103973,5502.538801,4125.853673,969.6700544,21324044,184448,2205.447236,2286.589689,0,2441.23001,2264.232955,1856.897994,2280.434597,2680.420155,956.863223,568
11016,982.0944853,901.5172414,1098.132236,954.2905058,192.9,983.1252174,1778.777083,685.8,-1,1465.770036,977.8755401,853.299277,-1,779.7344726,3389.708866,3600.708451,1898.181347,535.6834106,5201130,21986,4220.25,852.1949153,0,1458.576777,974.377513,781.729052,1058.524194,489.8285714,428.1192214,1363
11017,2093.265907,1446.011918,2216.638893,2060.688483,1881.747774,2642.067912,3321.188916,1369.560574,1651.776091,3346.025667,2077.774987,1598.123276,8539.024341,1301.52166,5584.756002,6016.706106,3921.908101,914.6508468,39279733,557244,2217.548353,2080.079649,0,2248.727121,2102.526997,1442.631174,2136.114487,2371.539056,1000.101978,830
11018,1315.356648,1045.442623,1346.326326,1308.397196,701.0181818,1180.160126,2624.787972,1678.583333,1618.4,2023.162401,1355.090712,1109.998501,1318.676923,1000.563625,3995.791129,4769.158052,1904.845411,546.6119316,7586523,38626,1494.645161,1220.474836,0,1417.718679,1314.515301,987.8461163,1356.229213,1041.957317,587.1240768,436
11019,689.2083043,705.8823529,846.9686497,655.6753819,446.1917808,654.6762926,2103.673595,-1,-1,1052.0835,700.75664,607.4447933,-1,513.2090393,3497.663566,2739.268571,1085.528958,366.602315,4274984,49096,1402.367347,467.3758127,0,1281.325334,686.6203357,339.4634456,770.1310871,233.7272727,286.3918919,1862
11020,2806.917329,1585.995918,2573.366139,2920.286567,3200.521996,2977.828515,4109.365024,2260.282129,127.4574558,4560.342892,2785.541291,2098.38519,6164.939112,1997.090849,6333.137069,8207.85127,4579.129395,1326.140279,133350613,1601794,2964.20591,3426.803817,0,2868.982307,2811.308142,2207.901764,2835.410347,2218.90525,1525.809697,2042
11021,1580.144938,690.8013699,1665.81171,1519.985798,312.7027027,1772.428251,2345.344449,1302.54902,542.359375,2431.386728,1563.378881,1238.188142,1193.468354,656.3329272,4108.843812,5102.875718,2883.994861,687.3381386,9341728,49892,1588.656934,2318.509174,0,1712.743526,1573.715385,885.2808989,1672.983585,1587.830827,570.48382,350
11022,974.1161091,2439.185185,1112.474495,932.6687905,857.1428571,1061.972197,2530.438158,833.3333333,-1,1558.912627,970.8558288,869.7617787,928.5833333,748.9322421,3755.504455,3391.545706,1812.327586,519.170767,5276720,23452,6597.666667,875.1448763,0,1532.304946,977.2099608,818.6217331,1030.292672,800,437.5211268,951
11023,1041.894127,710.6487342,1169.428355,987.5077401,500.1352313,1071.091813,2131.107197,744.4105263,-1,1677.640803,1042.064569,885.66261,-1,726.1120319,3942.961881,3391.962012,1799.364948,447.9763541,7653089,151704,233.9344978,865.0192187,0,1527.312295,1037.890603,587.0910353,1143.870233,-1,430.9205469,481
11024,1320.760909,1500.045455,1369.820535,1305.362566,1165.935484,1524.373898,3246.93675,1226.48,-1,2046.735118,1291.558466,974.0176733,0,911.3257742,4088.215293,5950.955294,1982.392157,642.2460589,4838675,12232,947.3684211,1471.11811,0,2142.25062,1316.870831,690.045977,1425.224836,1040.433333,662.7896825,556
11025,2252.797672,1257.010309,2159.188765,2286.989184,1957.354667,2148.709747,3097.702981,1733.388889,619.453125,3609.583441,2254.013688,2062.513071,917.2719298,1801.262223,5184.451304,6600.045176,3658.264463,1102.396228,19034465,79818,1740.519774,2480.453686,0,2499.607356,2246.562455,1681.799853,2311.84559,1663.333333,955.1325581,592
11026,1229.06542,863.0686275,1345.491042,1192.399115,969.5330261,1241.811966,2255.51967,888.3969466,257.5555556,1996.111543,1229.365321,1081.652438,-1,1017.989532,3863.018807,3693.245695,2176.729508,548.2251567,9671039,60256,2912.753521,788.0868644,0,1554.198887,1222.64538,985.8844282,1258.713508,1560.165217,336.4155983,515
11027,2074.422164,489.4418146,2278.233896,2027.2952,1366.502049,2118.516067,3266.339029,639.3688525,606.9503106,3136.964373,2084.832847,1465.944833,8057.576812,1167.315841,6100.630315,5759.356433,4004.904996,962.2755375,25587018,272220,2042.244821,1838.522989,0,2338.284004,2083.683815,1379.593855,2140.477725,2891.06295,1121.955485,694
11028,1183.332155,627.5535714,1118.111701,1202.572694,1247.314229,1118.001986,2410.558405,435.2857143,692.8545455,1785.524549,1190.365222,898.131516,294.5025641,791.5502378,4270.062149,4427.473146,2466.817167,538.8912902,7629415,100972,2804.661538,1026.142857,0,1373.840512,1177.43317,807.0782361,1249.751551,1514.279365,537.2447048,344
11029,851.8057034,948.6,1063.410988,821.8850698,492.1126005,1138.108243,2454.876901,888.2727273,524.2325581,1333.674445,804.4470677,730.154049,-1,635.5476458,3652.789474,3265.598039,1371.025352,508.5153137,6113323,40048,1439.62963,1137.74187,0,1374.716949,849.428336,559.486908,953.4025383,578.59375,331.9286694,1777
11030,1061.890253,1038.251256,1297.626845,996.8836467,646.4662577,1128.93668,2548.253651,276.8769231,39.57692308,1782.787437,1052.730736,935.0299468,224.8995984,778.6646577,4156.181093,3429.318678,1945.588409,516.5811969,9170894,115888,1481.756944,979.6377709,0,1474.878406,1058.212308,681.3838754,1137.658222,1096.54386,593.9850993,1974
11031,2422.532203,1672.986486,2347.151891,2454.439613,3575.149123,2334.814216,3775.637828,1962.337621,119.7950311,3930.565068,2451.520003,1940.317834,2525.535714,1781.880982,5165.553748,7187.535812,3517.327407,1122.001899,19932679,118302,2236.755319,2149.215009,0,2771.107767,2418.136211,1726.409991,2472.170328,2307.275132,1529.589644,1581
11032,1896.926826,719.8737864,2991.058547,1801.512089,896.0754717,2106.38193,3698.491216,2722.222222,-1,3226.653548,2023.396641,1623.293568,79773.03175,1593.773876,5393.223113,8950.531886,3146.971783,1112.374261,14893574,77846,1569.137755,1681.878706,0,2835.785441,2019.860776,1298.474493,2084.957301,2220.398936,1200.197842,519
11033,1425.604261,996.6125461,1429.505913,1425.891461,614.985348,1138.210392,2690.070484,667.6210526,898.4055556,2481.797875,1462.651879,1209.459437,-1,942.2567949,4413.410224,4999.605739,2391.971302,677.5460183,12985657,121136,1193.315217,1275.433934,0,1854.571849,1422.861016,1039.91881,1470.321209,1994.765403,746.7413452,1025
11034,1019.382238,-1,986.5924051,1023.513201,744.6060606,990.003992,3777.22695,714.1666667,-1,1897.280287,1030.98618,855.3963115,711.5384615,1014.318129,4385.772201,3418.735294,1249.53125,435.4133523,2624041,5174,500,654.5166667,0,-1,1014.318129,1095.023636,994.8185404,476.2222222,610.7205882,1053
11035,1285.956067,2625.029197,1122.055308,1354.042198,901.1557895,1258.927376,3000.077926,948.9642857,463.2808989,2212.82822,1294.929996,943.6791311,416.6944444,1276.372903,3634.181827,6317.469773,1531.96005,516.7619409,9050558,83180,1527.828244,1051.608025,0,1294.691071,1288.862202,779.1311475,1361.794441,321.45,618.0437294,719
11036,747.4173887,360,1137.179971,641.3231685,151.2352941,919.9615385,1843.551724,-1,-1,1185.458955,717.2563249,539.2796935,-1,355.6603509,3918.592937,2961.216418,1027.84466,308.3525132,1692478,6790,622.2222222,872.6582278,0,1017.152284,739.5010309,487.6903614,843.1416533,64.57534247,201.81875,708
11037,1751.577765,2199.948498,1782.377487,1742.94498,1093.796154,2045.554302,3185.045968,1883.873016,189.6885246,2856.286893,1742.707445,1468.236278,-1,1409.222571,4973.418508,5420.37156,3441.951736,771.4544223,19333197,189208,2923.455471,1356.823037,0,1960.218725,1748.571762,1526.772755,1768.86655,1192.964486,767.365614,1072
11038,956.5059572,342.8,980.1609562,943.8766538,642.75,906.4538153,2150.184932,841.125,-1,1445.862697,955.6185071,789.9478821,177.3103448,660.9335897,3237.827169,2431.702952,1702.565934,477.7132867,3113216,12352,357,987.3766234,0,1201.079638,950.8597798,657.1614173,1027.04551,898.6666667,254.4423792,440
